time,date,lat,lon,alt_m,speed_km_h,bearing,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
20:50:15,30/10/2020,50.73134600,-3.51788330,63.40,0.1296,164.08,1432,-648,16576,-280,-53,-127
20:50:17,30/10/2020,50.73134600,-3.51788160,63.40,0.0741,215.88,1416,-720,16676,-281,-67,-127
20:50:19,30/10/2020,50.73134600,-3.51788160,63.40,0.2222,179.08,1340,-724,16788,-280,-81,-92
20:50:21,30/10/2020,50.73134600,-3.51788160,63.40,0.2222,169.14,1396,-628,16732,-267,-51,-107
20:50:23,30/10/2020,50.73134600,-3.51788000,63.40,0.0741,200.78,1376,-600,16616,-291,-25,-110
20:50:25,30/10/2020,50.73134600,-3.51788000,63.40,0.3334,147.79,1324,-664,16576,-297,-69,-107
20:50:27,30/10/2020,50.73134600,-3.51788000,63.40,0.2222,138.42,1440,-696,16488,-290,-27,-96
20:50:29,30/10/2020,50.73134200,-3.51787850,63.40,0.4815,168.57,1456,-692,16624,-300,-63,-120
20:50:31,30/10/2020,50.73134200,-3.51787690,63.40,0.4815,126.08,1352,-600,16644,-287,-69,-134
20:50:33,30/10/2020,50.73133900,-3.51787330,63.40,0.3519,128.15,1392,-660,16580,-295,-62,-109
20:50:35,30/10/2020,50.73133900,-3.51786990,63.40,0.6112,120.88,1392,-688,16604,-302,-50,-121
20:50:37,30/10/2020,50.73133500,-3.51786490,63.40,0.5556,121.85,1484,-752,16724,-280,-65,-117
20:50:39,30/10/2020,50.73133500,-3.51786160,63.40,0.5741,120.18,1368,-620,16532,-290,-69,-121
20:50:41,30/10/2020,50.73133500,-3.51785850,63.40,0.5186,145.52,1456,-664,16776,-273,-87,-113
20:50:43,30/10/2020,50.73133100,-3.51785520,63.40,0.6667,133.90,1388,-660,16664,-290,-46,-113
20:50:45,30/10/2020,50.73132700,-3.51785160,63.40,0.6112,141.35,1320,-716,16652,-285,-64,-120
20:50:47,30/10/2020,50.73132700,-3.51784990,63.40,0.1852,88.00,1308,-648,16680,-258,-82,-108
20:50:49,30/10/2020,50.73132700,-3.51784850,63.40,0.3519,106.21,1408,-588,16440,-278,-73,-109
20:50:51,30/10/2020,50.73132700,-3.51784490,63.40,0.2593,135.69,1344,-660,16568,-286,-64,-86
20:50:53,30/10/2020,50.73132700,-3.51784490,63.40,0.1667,154.04,1376,-640,16672,-241,-58,-134
20:50:55,30/10/2020,50.73132700,-3.51784320,63.40,0.1296,153.77,1372,-580,16572,-279,-64,-112
20:50:57,30/10/2020,50.73132700,-3.51784320,63.40,0.1111,168.84,1440,-632,16688,-272,-73,-118
20:50:59,30/10/2020,50.73132300,-3.51784320,63.40,0.2408,215.29,1436,-560,16560,-268,-92,-124
20:51:01,30/10/2020,50.73132300,-3.51784320,63.40,0.3148,188.51,1496,-620,16600,-296,-56,-130
20:51:03,30/10/2020,50.73131900,-3.51784490,63.40,0.0556,178.00,1360,-692,16556,-294,-44,-123
20:51:05,30/10/2020,50.73131900,-3.51784320,63.40,0.1852,107.62,1380,-572,16584,-271,-52,-93
20:51:07,30/10/2020,50.73131900,-3.51784160,63.40,0.2963,53.86,1360,-716,16636,-283,-81,-105
20:51:09,30/10/2020,50.73132300,-3.51784010,63.40,0.2222,25.54,1440,-688,16556,-269,-66,-116
20:51:11,30/10/2020,50.73131900,-3.51783160,63.40,0.1296,124.16,1348,-652,16724,-271,-93,-106
20:51:13,30/10/2020,50.73131900,-3.51782850,63.40,0.0741,209.80,1368,-672,16496,-261,-33,-124
20:51:15,30/10/2020,50.73131900,-3.51782320,63.30,0.2593,26.74,1380,-732,16748,-297,-45,-127
20:51:17,30/10/2020,50.73132300,-3.51781850,63.30,0.5926,354.68,1404,-748,16616,-276,-31,-126
20:51:19,30/10/2020,50.73132300,-3.51781010,63.30,0.5556,17.82,1472,-676,16540,-290,-87,-136
20:51:21,30/10/2020,50.73132700,-3.51780490,63.30,0.6667,10.60,1436,-656,16568,-275,-62,-117
20:51:23,30/10/2020,50.73132700,-3.51780010,63.30,0.4630,44.27,1480,-748,16656,-248,-65,-112
20:51:25,30/10/2020,50.73132700,-3.51779840,63.30,0.2408,358.30,1388,-600,16736,-272,-59,-107
20:51:27,30/10/2020,50.73133100,-3.51780320,63.40,0.6852,351.56,1304,-656,16684,-267,-70,-132
20:51:29,30/10/2020,50.73133900,-3.51780490,63.40,0.6482,350.97,1360,-748,16548,-271,-67,-103
20:51:31,30/10/2020,50.73134200,-3.51781010,63.50,0.6852,349.48,1408,-664,16660,-288,-76,-100
20:51:33,30/10/2020,50.73134600,-3.51781010,63.50,0.3704,340.11,1376,-632,16596,-250,-66,-138
20:51:35,30/10/2020,50.73134600,-3.51781010,63.50,0.0556,60.37,1476,-632,16564,-295,-56,-116
20:51:37,30/10/2020,50.73134600,-3.51781010,63.50,0.0926,50.22,1408,-656,16660,-286,-48,-93
20:51:39,30/10/2020,50.73135000,-3.51781010,63.50,0.0185,212.54,1396,-648,16660,-309,-65,-120
20:51:41,30/10/2020,50.73135000,-3.51781010,63.50,0.1852,17.55,1388,-648,16600,-260,-74,-106
20:51:43,30/10/2020,50.73135000,-3.51781010,63.50,0.2963,25.34,1380,-696,16596,-282,-57,-161
20:51:45,30/10/2020,50.73135000,-3.51780840,63.50,0.1482,341.77,1264,-584,16664,-273,-101,-90
20:51:47,30/10/2020,50.73135000,-3.51780840,63.50,0.2593,36.24,1380,-740,16632,-287,-65,-111
20:51:49,30/10/2020,50.73135400,-3.51780680,63.50,0.1296,229.68,1408,-648,16680,-303,-89,-104
20:51:51,30/10/2020,50.73135400,-3.51780840,63.50,0.1296,171.90,1332,-660,16684,-264,-91,-111
20:51:53,30/10/2020,50.73135400,-3.51780680,63.50,0.2963,44.94,1328,-696,16500,-267,-65,-107
20:51:55,30/10/2020,50.73135400,-3.51780680,63.50,0.2963,31.21,1268,-720,16564,-303,-87,-123
20:51:57,30/10/2020,50.73135400,-3.51780490,63.50,0.5186,23.05,1472,-648,16628,-287,-78,-134
20:51:59,30/10/2020,50.73135800,-3.51780320,63.50,0.5556,16.67,1360,-672,16620,-264,-67,-110
20:52:01,30/10/2020,50.73135800,-3.51780490,63.50,0.3704,307.20,1372,-596,16668,-274,-88,-104
20:52:03,30/10/2020,50.73136100,-3.51780680,63.50,0.3148,290.30,1420,-640,16716,-282,-68,-88
20:52:05,30/10/2020,50.73136100,-3.51780840,63.50,0.0370,308.65,1396,-636,16544,-305,-72,-82
20:52:07,30/10/2020,50.73136500,-3.51780840,63.50,0.3148,354.25,1332,-668,16592,-264,-70,-113
20:52:09,30/10/2020,50.73136500,-3.51781010,63.50,0.2408,1.77,1376,-576,16696,-273,-58,-108
20:52:11,30/10/2020,50.73136500,-3.51780840,63.50,0.1296,51.19,1356,-608,16428,-272,-74,-108
20:52:13,30/10/2020,50.73136500,-3.51780840,63.50,0.1111,37.62,1460,-644,16628,-270,-86,-106
20:52:15,30/10/2020,50.73136500,-3.51780840,63.50,0.1667,300.89,1396,-668,16620,-269,-44,-80
20:52:17,30/10/2020,50.73136500,-3.51781010,63.50,0.4445,299.70,1464,-640,16504,-295,-83,-134
20:52:19,30/10/2020,50.73136500,-3.51781320,63.40,0.2408,320.29,1340,-644,16536,-263,-72,-113
20:52:21,30/10/2020,50.73136500,-3.51781540,63.40,0.2222,260.80,1412,-676,16620,-288,-31,-85
20:52:23,30/10/2020,50.73136500,-3.51781680,63.40,0.2408,244.85,1328,-668,16636,-282,-63,-107
20:52:25,30/10/2020,50.73136500,-3.51781850,63.40,0.3334,243.62,1372,-576,16592,-265,-71,-116
20:52:27,30/10/2020,50.73136500,-3.51782010,63.40,0.4815,283.19,1508,-620,16632,-294,-59,-112
20:52:29,30/10/2020,50.73136500,-3.51782490,63.40,0.4445,273.77,1400,-700,16600,-269,-61,-98
20:52:31,30/10/2020,50.73136500,-3.51782680,63.40,0.1296,236.89,1384,-644,16608,-271,-60,-106
20:52:33,30/10/2020,50.73136500,-3.51782680,63.40,0.2037,231.33,1440,-636,16640,-290,-58,-112
20:52:35,30/10/2020,50.73136500,-3.51782850,63.40,0.2222,300.13,1396,-604,16508,-285,-79,-123
20:52:37,30/10/2020,50.73136500,-3.51783010,63.40,0.2222,256.51,1372,-624,16588,-249,-53,-94
20:52:39,30/10/2020,50.73136500,-3.51783160,63.40,0.4074,229.63,1364,-696,16512,-239,-52,-114
20:52:41,30/10/2020,50.73136500,-3.51783320,63.40,0.2963,195.78,1460,-636,16608,-283,-76,-114
20:52:43,30/10/2020,50.73136500,-3.51783510,63.50,0.3148,340.92,1468,-688,16540,-269,-89,-104
20:52:45,30/10/2020,50.73136500,-3.51783680,63.50,0.3334,288.93,1380,-680,16636,-249,-71,-114
20:52:47,30/10/2020,50.73136500,-3.51783850,63.50,0.3334,285.12,1396,-740,16656,-280,-60,-121
20:52:49,30/10/2020,50.73136500,-3.51784010,63.50,0.1667,24.39,1340,-620,16688,-284,-90,-109
20:52:51,30/10/2020,50.73136500,-3.51783850,63.50,0.0926,294.35,1464,-756,16632,-290,-87,-133
20:52:53,30/10/2020,50.73136500,-3.51784010,63.50,0.1111,76.11,1412,-644,16736,-311,-75,-112
20:52:55,30/10/2020,50.73136500,-3.51783850,63.50,0.0741,207.43,1388,-692,16488,-267,-43,-108
20:52:57,30/10/2020,50.73136500,-3.51783850,63.50,0.0926,0.41,1328,-640,16700,-246,-64,-102
20:52:59,30/10/2020,50.73136500,-3.51783850,63.50,0.2222,14.99,1344,-644,16512,-284,-65,-115
20:53:01,30/10/2020,50.73136500,-3.51784320,63.60,0.2222,345.26,1376,-716,16596,-274,-146,-117
20:53:03,30/10/2020,50.73136500,-3.51784320,63.60,0.1852,69.08,1384,-652,16444,-288,-66,-110
20:53:05,30/10/2020,50.73136500,-3.51784160,63.60,0.2037,70.16,1464,-576,16476,-277,-42,-98
20:53:07,30/10/2020,50.73136500,-3.51784010,63.60,0.2408,10.92,1480,-640,16604,-288,-50,-119
20:53:09,30/10/2020,50.73136900,-3.51784010,63.60,0.1667,35.10,1344,-672,16520,-291,-98,-118
20:53:11,30/10/2020,50.73136900,-3.51784010,63.60,0.2778,7.93,1428,-660,16636,-262,-53,-115
20:53:13,30/10/2020,50.73136900,-3.51784010,63.60,0.0185,325.60,1328,-656,16732,-291,-38,-106
20:53:15,30/10/2020,50.73136900,-3.51784010,63.60,0.1296,9.09,1364,-608,16564,-288,-78,-133
20:53:17,30/10/2020,50.73136900,-3.51784010,63.60,0.2037,358.46,1380,-724,16628,-263,-62,-99
20:53:19,30/10/2020,50.73137300,-3.51784010,63.60,0.5000,31.98,1372,-636,16652,-271,-103,-96
20:53:21,30/10/2020,50.73137300,-3.51783850,63.60,0.5000,19.83,1396,-588,16628,-296,-67,-132
20:53:23,30/10/2020,50.73137700,-3.51783680,63.60,0.2222,11.26,1464,-644,16648,-280,-44,-138
20:53:25,30/10/2020,50.73137700,-3.51783680,63.60,0.2593,11.17,1424,-668,16552,-280,-58,-106
20:53:27,30/10/2020,50.73138000,-3.51783680,63.60,0.1482,315.84,1480,-692,16640,-284,-47,-90
20:53:29,30/10/2020,50.73138000,-3.51783680,63.60,0.1111,307.66,1432,-636,16640,-294,-53,-123
20:53:31,30/10/2020,50.73137700,-3.51783850,63.60,0.0926,210.18,1360,-684,16696,-276,-76,-102
20:53:33,30/10/2020,50.73137700,-3.51783850,63.60,0.2222,206.52,1392,-684,16536,-280,-78,-120
20:53:35,30/10/2020,50.73137700,-3.51783850,63.70,0.1482,261.72,1360,-640,16556,-271,-39,-132
20:53:37,30/10/2020,50.73137700,-3.51784010,63.70,0.1296,286.92,1436,-708,16664,-271,-73,-112
20:53:39,30/10/2020,50.73137700,-3.51784010,63.70,0.0185,113.76,1324,-700,16596,-298,-66,-118
20:53:41,30/10/2020,50.73137700,-3.51784010,63.70,0.0926,153.30,1396,-648,16628,-281,-96,-99
20:53:43,30/10/2020,50.73137700,-3.51783850,63.70,0.1111,107.25,1360,-588,16628,-258,-74,-108
20:53:45,30/10/2020,50.73137700,-3.51783850,63.60,0.2593,302.20,1368,-656,16656,-281,-80,-121
20:53:47,30/10/2020,50.73137700,-3.51784010,63.60,0.3334,310.27,1328,-596,16720,-273,-67,-124
20:53:49,30/10/2020,50.73137700,-3.51784320,63.60,0.4260,304.81,1276,-632,16568,-263,-73,-151
20:53:51,30/10/2020,50.73138000,-3.51784490,63.60,0.4445,288.12,1416,-676,16672,-273,-80,-98
20:53:53,30/10/2020,50.73138000,-3.51784850,63.60,0.2037,315.09,1400,-556,16468,-290,-104,-105
20:53:55,30/10/2020,50.73138000,-3.51784850,63.60,0.1111,140.10,1392,-688,16628,-289,-57,-93
20:53:57,30/10/2020,50.73138000,-3.51784850,63.60,0.3704,262.16,1492,-668,16564,-277,-53,-103
20:53:59,30/10/2020,50.73138000,-3.51785160,63.60,0.4074,264.49,1468,-688,16604,-277,-89,-117
20:54:01,30/10/2020,50.73138000,-3.51785330,63.60,0.2222,337.37,1464,-748,16604,-271,-85,-116
20:54:03,30/10/2020,50.73138000,-3.51785520,63.60,0.2593,300.29,1312,-640,16528,-260,-63,-97
20:54:05,30/10/2020,50.73138000,-3.51785520,63.60,0.1667,357.56,1280,-696,16580,-280,-68,-103
20:54:07,30/10/2020,50.73138400,-3.51785520,63.60,0.1852,305.66,1368,-684,16520,-279,-81,-105
20:54:09,30/10/2020,50.73138400,-3.51785680,63.60,0.3334,341.49,1412,-640,16556,-240,-48,-122
20:54:11,30/10/2020,50.73138400,-3.51785680,63.60,0.3148,327.08,1328,-676,16552,-280,-76,-107
20:54:13,30/10/2020,50.73138400,-3.51785850,63.60,0.5556,299.81,1316,-708,16548,-286,-77,-113
20:54:15,30/10/2020,50.73138800,-3.51786160,63.60,0.2778,351.97,1408,-608,16456,-269,-78,-101
20:54:17,30/10/2020,50.73138800,-3.51786160,63.60,0.4074,304.81,1440,-656,16632,-264,-54,-104
20:54:19,30/10/2020,50.73138800,-3.51786330,63.60,0.1482,235.41,1300,-632,16512,-252,-74,-133
20:54:21,30/10/2020,50.73138800,-3.51786330,63.60,0.1482,157.29,1368,-628,16660,-268,-47,-117
20:54:23,30/10/2020,50.73138800,-3.51786330,63.60,0.1667,84.21,1352,-612,16736,-284,-32,-130
20:54:25,30/10/2020,50.73138800,-3.51786160,63.60,0.6852,46.44,1448,-684,16576,-255,-55,-118
20:54:27,30/10/2020,50.73138800,-3.51785850,63.60,0.2778,82.09,1324,-732,16700,-291,-57,-88
20:54:29,30/10/2020,50.73138800,-3.51785520,63.60,0.5000,109.16,1336,-756,16508,-290,-45,-119
20:54:31,30/10/2020,50.73138800,-3.51785160,63.60,0.6667,129.34,1312,-660,16524,-287,-63,-120
20:54:33,30/10/2020,50.73138800,-3.51784850,63.60,0.2408,103.80,1324,-664,16560,-269,-77,-126
20:54:35,30/10/2020,50.73138400,-3.51784490,63.60,0.3704,128.52,1440,-492,16592,-285,-63,-96
20:54:37,30/10/2020,50.73138400,-3.51784160,63.60,0.4445,151.52,1388,-868,16640,-276,-47,-122
20:54:39,30/10/2020,50.73138000,-3.51784010,63.60,0.4260,96.08,1376,-636,16548,-274,-64,-99
20:54:41,30/10/2020,50.73138000,-3.51783680,63.60,0.4815,56.34,1376,-736,16504,-307,-77,-119
20:54:43,30/10/2020,50.73138400,-3.51783320,63.60,0.3704,110.53,1416,-672,16600,-277,-59,-106
20:54:45,30/10/2020,50.73138400,-3.51783160,63.60,0.0926,54.08,1288,-620,16712,-273,-56,-109
20:54:47,30/10/2020,50.73138400,-3.51783010,63.60,0.6297,99.96,1376,-688,16520,-270,-38,-122
20:54:49,30/10/2020,50.73138000,-3.51782490,63.60,0.2963,96.96,1412,-600,16652,-282,-68,-121
20:54:51,30/10/2020,50.73138000,-3.51782160,63.60,0.2963,145.34,1324,-600,16628,-249,-67,-96
20:54:53,30/10/2020,50.73138000,-3.51782160,63.60,0.0370,357.28,1364,-652,16644,-284,-45,-126
20:54:55,30/10/2020,50.73138000,-3.51782010,63.60,0.0926,117.18,1312,-532,16636,-273,-78,-114
20:54:57,30/10/2020,50.73138000,-3.51782010,63.60,0.1852,57.82,1440,-584,16636,-271,-56,-116
20:54:59,30/10/2020,50.73138000,-3.51781850,63.60,0.3519,187.00,1440,-612,16608,-275,-71,-111
20:55:01,30/10/2020,50.73137700,-3.51781850,63.60,0.3334,145.27,1396,-708,16512,-276,-61,-104
20:55:03,30/10/2020,50.73137700,-3.51781540,63.60,0.4074,100.56,1328,-616,16644,-275,-77,-101
20:55:05,30/10/2020,50.73137700,-3.51781320,63.60,0.2222,76.30,1424,-700,16576,-274,-53,-131
20:55:07,30/10/2020,50.73137700,-3.51781010,63.60,0.3519,18.39,1244,-708,16576,-288,-84,-115
20:55:09,30/10/2020,50.73137700,-3.51781010,63.60,0.0926,81.78,1432,-704,16648,-283,-53,-121
20:55:11,30/10/2020,50.73137700,-3.51781010,63.60,0.1111,231.83,1440,-692,16444,-292,-60,-106
20:55:13,30/10/2020,50.73137700,-3.51781010,63.60,0.3519,315.04,1428,-684,16524,-290,-51,-107
20:55:15,30/10/2020,50.73138000,-3.51781150,63.60,0.1852,3.73,1360,-600,16628,-292,-80,-123
20:55:17,30/10/2020,50.73138000,-3.51781150,63.60,0.3148,13.62,1484,-620,16652,-276,-58,-128
20:55:19,30/10/2020,50.73138000,-3.51781150,63.60,0.1667,18.54,1400,-656,16560,-300,-90,-119
20:55:21,30/10/2020,50.73138400,-3.51781010,0.00,0.3889,3.58,1472,-648,16516,-278,-67,-126
20:55:23,30/10/2020,50.73138400,-3.51781010,63.60,0.2222,6.51,1336,-620,16576,-271,-38,-129
20:55:25,30/10/2020,50.73138400,-3.51781010,63.60,0.2963,15.59,1416,-664,16476,-271,-66,-113
20:55:27,30/10/2020,50.73138800,-3.51781010,63.60,0.1296,141.90,1416,-752,16564,-288,-78,-120
20:55:29,30/10/2020,50.73138800,-3.51780840,63.60,0.1667,143.88,1388,-712,16492,-270,-91,-107
20:55:31,30/10/2020,50.73138400,-3.51780840,63.60,0.1667,188.75,1320,-524,16636,-297,-61,-113
20:55:33,30/10/2020,50.73138400,-3.51780840,63.60,0.1482,17.49,1376,-708,16724,-274,-64,-97
20:55:35,30/10/2020,50.73138400,-3.51780840,63.60,0.2778,206.76,1392,-592,16616,-274,-63,-115
20:55:37,30/10/2020,50.73138400,-3.51781150,63.60,0.3889,258.85,1388,-740,16664,-269,-62,-122
20:55:39,30/10/2020,50.73138400,-3.51781540,63.60,0.6852,295.46,1428,-744,16696,-282,-73,-110
20:55:41,30/10/2020,50.73138400,-3.51781850,63.60,0.3889,348.32,1368,-620,16536,-241,-57,-103
20:55:43,30/10/2020,50.73138800,-3.51782010,63.60,0.4260,346.97,1420,-604,16624,-280,-60,-136
20:55:45,30/10/2020,50.73138800,-3.51782010,63.60,0.3704,313.12,1400,-592,16632,-286,-71,-118
20:55:47,30/10/2020,50.73138800,-3.51782160,63.70,0.3148,340.76,1260,-628,16704,-278,-76,-102
20:55:49,30/10/2020,50.73138800,-3.51782160,63.70,0.3889,327.36,1380,-576,16668,-268,-67,-123
20:55:51,30/10/2020,50.73138800,-3.51782490,63.70,0.7593,268.66,1328,-672,16604,-266,-81,-116
20:55:53,30/10/2020,50.73138800,-3.51782850,63.70,0.4260,274.25,1412,-684,16680,-267,-65,-125
20:55:55,30/10/2020,50.73138800,-3.51783160,63.70,0.5000,305.83,1480,-680,16640,-310,-51,-110
20:55:57,30/10/2020,50.73139200,-3.51783510,63.70,0.4074,272.60,1396,-708,16652,-275,-79,-121
20:55:59,30/10/2020,50.73139200,-3.51783850,63.70,0.4260,252.52,1324,-676,16556,-277,-47,-123
20:56:01,30/10/2020,50.73138800,-3.51784160,63.70,0.5556,254.56,1288,-688,16584,-271,-79,-101
20:56:03,30/10/2020,50.73138800,-3.51784680,63.70,0.3889,232.35,1440,-656,16600,-289,-40,-112
20:56:05,30/10/2020,50.73138800,-3.51784850,63.70,0.3148,292.02,1380,-760,16628,-273,-70,-115
20:56:07,30/10/2020,50.73138800,-3.51785160,63.70,0.2593,294.50,1452,-748,16580,-278,-94,-122
20:56:09,30/10/2020,50.73138800,-3.51785520,63.70,0.2037,263.43,1400,-660,16616,-262,-56,-117
20:56:11,30/10/2020,50.73138800,-3.51785680,63.70,0.5186,294.97,1372,-696,16580,-290,-71,-140
20:56:13,30/10/2020,50.73139200,-3.51786160,63.70,0.8890,319.55,1388,-644,16704,-269,-85,-126
20:56:15,30/10/2020,50.73139600,-3.51786680,63.70,0.6667,306.63,1368,-716,16492,-273,-75,-114
20:56:17,30/10/2020,50.73139600,-3.51787160,63.70,0.4630,303.44,1444,-688,16592,-278,-60,-78
20:56:19,30/10/2020,50.73139600,-3.51787330,63.70,0.0556,164.73,1368,-748,16612,-287,-43,-109
20:56:21,30/10/2020,50.73139600,-3.51787330,63.70,0.3704,220.61,1384,-740,16608,-304,-58,-117
20:56:23,30/10/2020,50.73139600,-3.51787520,63.70,0.2408,236.77,1340,-640,16620,-294,-73,-77
20:56:25,30/10/2020,50.73139600,-3.51787690,63.70,0.1482,314.25,1420,-676,16568,-282,-87,-115
20:56:27,30/10/2020,50.73139600,-3.51788000,63.70,0.5000,312.77,1380,-668,16652,-259,-63,-103
20:56:29,30/10/2020,50.73140000,-3.51788160,63.70,0.3148,258.88,1312,-688,16580,-296,-71,-106
20:56:31,30/10/2020,50.73139600,-3.51788330,63.70,0.0741,358.85,1416,-692,16624,-297,-45,-137
20:56:33,30/10/2020,50.73140000,-3.51788470,63.70,0.1482,273.60,1416,-708,16748,-270,-56,-111
20:56:35,30/10/2020,50.73140000,-3.51788690,63.60,0.2037,220.12,1344,-752,16576,-279,-77,-104
20:56:37,30/10/2020,50.73140000,-3.51788690,63.60,0.1667,58.15,1344,-664,16644,-279,-59,-141
20:56:39,30/10/2020,50.73140000,-3.51788690,63.60,0.2037,315.39,1348,-652,16660,-307,-44,-126
20:56:41,30/10/2020,50.73140000,-3.51788850,63.60,0.2778,345.98,1464,-672,16668,-281,-76,-110
20:56:43,30/10/2020,50.73140000,-3.51788850,63.60,0.3334,344.34,1412,-616,16616,-269,-77,-111
20:56:45,30/10/2020,50.73140300,-3.51788850,63.60,0.4074,77.00,1340,-696,16644,-304,-71,-107
20:56:47,30/10/2020,50.73140300,-3.51788690,63.60,0.1667,2.92,1392,-680,16468,-305,-52,-95
20:56:49,30/10/2020,50.73140700,-3.51788470,63.60,0.2037,51.04,1432,-712,16652,-283,-65,-86
20:56:51,30/10/2020,50.73140700,-3.51788470,63.60,0.2408,216.74,1380,-604,16396,-269,-55,-107
20:56:53,30/10/2020,50.73140300,-3.51788690,63.60,0.6112,226.89,1416,-584,16508,-271,-115,-93
20:56:55,30/10/2020,50.73140000,-3.51789000,63.60,0.4630,252.42,1340,-660,16652,-269,-50,-98
20:56:57,30/10/2020,50.73140000,-3.51789520,63.60,0.3704,234.43,1380,-700,16592,-288,-59,-108
20:56:59,30/10/2020,50.73140000,-3.51789690,63.50,0.3704,280.85,1384,-620,16632,-273,-69,-110
20:57:01,30/10/2020,50.73139600,-3.51789860,63.50,0.0370,76.28,1420,-648,16672,-259,-76,-123
20:57:03,30/10/2020,50.73139600,-3.51789860,63.50,0.2963,230.18,1388,-640,16580,-270,-68,-154
20:57:05,30/10/2020,50.73139600,-3.51790170,63.50,0.3519,243.90,1388,-644,16600,-302,-56,-103
20:57:07,30/10/2020,50.73139600,-3.51790330,63.50,0.4630,332.66,1344,-672,16648,-273,-61,-113
20:57:09,30/10/2020,50.73140000,-3.51790480,63.50,0.8334,348.62,1428,-668,16584,-293,-74,-110
20:57:11,30/10/2020,50.73140300,-3.51790690,63.50,0.7593,321.34,1328,-712,16588,-249,-96,-115
20:57:13,30/10/2020,50.73140000,-3.51791000,63.40,0.8149,317.23,1352,-712,16616,-280,-79,-112
20:57:15,30/10/2020,50.73140000,-3.51791000,63.60,1.0001,321.28,1432,-700,16644,-282,-65,-126
20:57:17,30/10/2020,50.73140000,-3.51790830,63.80,0.7408,324.39,1400,-676,16660,-279,-72,-102
20:57:19,30/10/2020,50.73140000,-3.51791170,63.80,0.4074,305.48,1452,-676,16412,-283,-53,-104
20:57:21,30/10/2020,50.73140300,-3.51791520,63.80,0.4815,283.87,1396,-644,16648,-284,-89,-116
20:57:23,30/10/2020,50.73140300,-3.51791830,63.80,0.4260,283.51,1340,-644,16568,-278,-83,-116
20:57:25,30/10/2020,50.73140300,-3.51792170,63.80,0.4815,248.24,1400,-732,16536,-273,-73,-100
20:57:27,30/10/2020,50.73140000,-3.51792480,63.80,0.5741,232.14,1300,-688,16416,-288,-50,-120
20:57:29,30/10/2020,50.73140000,-3.51792840,63.80,0.3704,240.55,1424,-652,16556,-293,-56,-116
20:57:31,30/10/2020,50.73139600,-3.51793170,63.80,0.8704,194.43,1364,-536,16536,-297,-67,-98
20:57:33,30/10/2020,50.73139200,-3.51793310,63.80,0.5926,206.78,1400,-608,16624,-273,-54,-110
20:57:35,30/10/2020,50.73138800,-3.51793530,63.80,0.4630,183.72,1352,-592,16548,-305,-59,-127
20:57:37,30/10/2020,50.73138800,-3.51793530,63.80,0.5741,190.01,1404,-696,16656,-274,-55,-100
20:57:39,30/10/2020,50.73138400,-3.51793690,63.70,0.7964,175.32,1380,-600,16636,-271,-52,-101
20:57:41,30/10/2020,50.73138000,-3.51793530,63.70,0.7408,165.03,1380,-692,16648,-290,-76,-102
20:57:43,30/10/2020,50.73137700,-3.51793170,63.70,0.7408,150.90,1344,-620,16516,-262,-106,-111
20:57:45,30/10/2020,50.73137300,-3.51793000,63.70,0.7964,146.52,1468,-660,16664,-290,-96,-116
20:57:47,30/10/2020,50.73136900,-3.51792690,63.70,0.6852,161.86,1380,-716,16444,-274,-90,-119
20:57:49,30/10/2020,50.73136500,-3.51792480,63.70,0.5186,161.15,1424,-620,16688,-282,-58,-117
20:57:51,30/10/2020,50.73136500,-3.51792340,63.70,0.6482,133.87,1428,-660,16524,-272,-53,-132
20:57:53,30/10/2020,50.73136500,-3.51792000,63.70,0.4630,147.15,1376,-700,16552,-297,-41,-113
20:57:55,30/10/2020,50.73135800,-3.51791830,63.70,0.2963,153.51,1380,-612,16460,-272,-75,-121
20:57:57,30/10/2020,50.73135800,-3.51791690,63.70,0.4074,168.30,1372,-604,16588,-287,-87,-134
20:57:59,30/10/2020,50.73135400,-3.51791520,63.70,0.0741,213.17,1348,-680,16740,-300,-51,-115
20:58:01,30/10/2020,50.73135400,-3.51791690,63.70,0.3704,181.18,1416,-620,16668,-259,-75,-107
20:58:03,30/10/2020,50.73135400,-3.51791690,63.70,0.2408,281.25,1364,-652,16472,-302,-61,-103
20:58:05,30/10/2020,50.73135400,-3.51791690,63.70,0.1667,58.84,1312,-680,16580,-295,-76,-123
20:58:07,30/10/2020,50.73135400,-3.51791690,63.70,0.2222,99.82,1376,-692,16660,-268,-65,-75
20:58:09,30/10/2020,50.73135400,-3.51791520,63.70,0.3889,336.28,1432,-656,16636,-286,-70,-104
20:58:11,30/10/2020,50.73135800,-3.51791690,63.70,0.2593,279.42,1312,-672,16552,-262,-37,-116
20:58:13,30/10/2020,50.73135800,-3.51791830,63.70,0.3889,334.29,1448,-820,16696,-264,-70,-133
20:58:15,30/10/2020,50.73136100,-3.51792000,63.70,0.7964,328.56,1436,-644,16532,-282,-58,-112
20:58:17,30/10/2020,50.73136500,-3.51792480,63.70,0.7408,344.41,1344,-688,16496,-285,-88,-145
20:58:19,30/10/2020,50.73136500,-3.51792690,63.70,0.7408,339.45,1432,-688,16608,-264,-88,-122
20:58:21,30/10/2020,50.73137300,-3.51792840,63.70,0.6297,335.15,1516,-696,16468,-257,-61,-138
